1
50
-210 390
-300 300
-290 260
-270 250
-280 280
-230 120
-300 -10
-280 -70
-250 -50
-290 -70
-300 -90
-290 -100
-300 -110
-25 -270
-20 -290
-30 -300
-25 -310
-20 -308
-10 -320
100 -400
120 -375
175 -260
160 -250
190 -240
210 -235
280 -160
230 -100
235 180
260 205
305 280
250 280
220 295
150 260
120 240
15 245
-65 300
-90 310
-150 310
-140 225
-135 229
-110 185
-100 155
-110 150
-130 195
-140 195
-135 210
-155 220
-160 245
-155 310
-160 380
